item,itemLabel,itemPID,article
http://www.wikidata.org/entity/Q12566810,Q12566810,236955527,
http://www.wikidata.org/entity/Q12702187,Q12702187,226742,
http://www.wikidata.org/entity/Q12720555,Q12720555,206917,
http://www.wikidata.org/entity/Q12731501,Q12731501,207202,
http://www.wikidata.org/entity/Q12746755,Q12746755,207363,
http://www.wikidata.org/entity/Q12749569,Q12749569,197574,
http://www.wikidata.org/entity/Q13146813,Q13146813,236365,
http://www.wikidata.org/entity/Q1342569,Q1342569,187435,
http://www.wikidata.org/entity/Q1473088,Q1473088,305082,
http://www.wikidata.org/entity/Q15056946,Q15056946,216750,
http://www.wikidata.org/entity/Q15108469,Q15108469,109202,
http://www.wikidata.org/entity/Q1539735,Q1539735,109479,
http://www.wikidata.org/entity/Q1594148,Q1594148,109090,
http://www.wikidata.org/entity/Q16216342,Q16216342,550643,
http://www.wikidata.org/entity/Q1626917,Q1626917,844790836,
http://www.wikidata.org/entity/Q16590915,Q16590915,462443,
http://www.wikidata.org/entity/Q16612742,Q16612742,413384,
http://www.wikidata.org/entity/Q1746877,Q1746877,128409,
http://www.wikidata.org/entity/Q1776730,Q1776730,623202122,
http://www.wikidata.org/entity/Q1798803,Q1798803,109459,
http://www.wikidata.org/entity/Q1800273,Q1800273,128367,
http://www.wikidata.org/entity/Q18021619,Q18021619,458012868,
http://www.wikidata.org/entity/Q18028685,Q18028685,501645,
http://www.wikidata.org/entity/Q1804535,Q1804535,243310943,
http://www.wikidata.org/entity/Q18411241,Q18411241,187355,
http://www.wikidata.org/entity/Q18432478,Q18432478,539776277,
http://www.wikidata.org/entity/Q19284957,Q19284957,599637,
http://www.wikidata.org/entity/Q1984480,Q1984480,147987,
http://www.wikidata.org/entity/Q1995379,Q1995379,109413,
http://www.wikidata.org/entity/Q20108619,Q20108619,481949,
http://www.wikidata.org/entity/Q20108708,Q20108708,442735,
http://www.wikidata.org/entity/Q20552952,Q20552952,69511,
http://www.wikidata.org/entity/Q20616418,Q20616418,720198157,
http://www.wikidata.org/entity/Q20890580,Q20890580,530789,
http://www.wikidata.org/entity/Q21037319,Q21037319,108831,
http://www.wikidata.org/entity/Q2106878,Q2106878,20578,
http://www.wikidata.org/entity/Q21088738,Q21088738,432830,
http://www.wikidata.org/entity/Q21095130,Q21095130,452331,
http://www.wikidata.org/entity/Q21095202,Q21095202,481931,
http://www.wikidata.org/entity/Q21406713,Q21406713,668393,
http://www.wikidata.org/entity/Q2209363,Q2209363,795853,
http://www.wikidata.org/entity/Q22694356,Q22694356,118986,
http://www.wikidata.org/entity/Q22939176,Q22939176,925282344,
http://www.wikidata.org/entity/Q22939373,Q22939373,836807559,
http://www.wikidata.org/entity/Q22949633,Q22949633,472113,
http://www.wikidata.org/entity/Q22956226,Q22956226,472033,
http://www.wikidata.org/entity/Q2386213,Q2386213,639125,
http://www.wikidata.org/entity/Q23986178,Q23986178,266012,
http://www.wikidata.org/entity/Q24882344,Q24882344,540692,
http://www.wikidata.org/entity/Q24940184,Q24940184,93478895,
http://www.wikidata.org/entity/Q25006158,Q25006158,541005,
http://www.wikidata.org/entity/Q25053388,Q25053388,570324,
http://www.wikidata.org/entity/Q25120299,Q25120299,599486,
http://www.wikidata.org/entity/Q25162417,Q25162417,589808,
http://www.wikidata.org/entity/Q25164223,Q25164223,589701,
http://www.wikidata.org/entity/Q25384040,Q25384040,263450538,
http://www.wikidata.org/entity/Q2665195,Q2665195,109441,
http://www.wikidata.org/entity/Q2799241,Q2799241,668362,
http://www.wikidata.org/entity/Q2845111,Q2845111,138177,
http://www.wikidata.org/entity/Q2859133,Q2859133,246173,
http://www.wikidata.org/entity/Q2882755,Q2882755,236613,
http://www.wikidata.org/entity/Q2908389,Q2908389,157822,
http://www.wikidata.org/entity/Q2911168,Q2911168,588459219,
http://www.wikidata.org/entity/Q29579565,Q29579565,236419,
http://www.wikidata.org/entity/Q29580163,Q29580163,236329,
http://www.wikidata.org/entity/Q29652490,Q29652490,246642,
http://www.wikidata.org/entity/Q30889158,Q30889158,393488,
http://www.wikidata.org/entity/Q3136832,Q3136832,167719,
http://www.wikidata.org/entity/Q3222961,Q3222961,167774,
http://www.wikidata.org/entity/Q3231305,Q3231305,148039,
http://www.wikidata.org/entity/Q3322513,Q3322513,575058530,
http://www.wikidata.org/entity/Q3345494,Q3345494,69540,
http://www.wikidata.org/entity/Q3346847,Q3346847,413048,
http://www.wikidata.org/entity/Q3357543,Q3357543,197422,
http://www.wikidata.org/entity/Q3471739,Q3471739,109278,
http://www.wikidata.org/entity/Q3510541,Q3510541,138581,
http://www.wikidata.org/entity/Q3523835,Q3523835,167832,
http://www.wikidata.org/entity/Q3523858,Q3523858,165170191,
http://www.wikidata.org/entity/Q3539062,Q3539062,167940,
http://www.wikidata.org/entity/Q3556501,Q3556501,416885,
http://www.wikidata.org/entity/Q3604871,Q3604871,422808,
http://www.wikidata.org/entity/Q3604875,Q3604875,197074,
http://www.wikidata.org/entity/Q3621791,Q3621791,923690482,
http://www.wikidata.org/entity/Q3621980,Q3621980,657287138,
http://www.wikidata.org/entity/Q3716531,Q3716531,216800,
http://www.wikidata.org/entity/Q3722986,Q3722986,462477,
http://www.wikidata.org/entity/Q37292972,Q37292972,118754,
http://www.wikidata.org/entity/Q3731346,Q3731346,664572981,
http://www.wikidata.org/entity/Q3749008,Q3749008,403208,
http://www.wikidata.org/entity/Q3783623,Q3783623,383669,
http://www.wikidata.org/entity/Q3820711,Q3820711,727890049,
http://www.wikidata.org/entity/Q3852984,Q3852984,116548159,
http://www.wikidata.org/entity/Q3861583,Q3861583,178764324,
http://www.wikidata.org/entity/Q3866916,Q3866916,438788,
http://www.wikidata.org/entity/Q3867423,Q3867423,442790,
http://www.wikidata.org/entity/Q3949896,Q3949896,792532423,
http://www.wikidata.org/entity/Q3949897,Q3949897,442839,
http://www.wikidata.org/entity/Q3952622,Q3952622,432823,
http://www.wikidata.org/entity/Q3995160,Q3995160,432772,
http://www.wikidata.org/entity/Q4000423,Q4000423,698136498,
http://www.wikidata.org/entity/Q4012551,Q4012551,549181140,
http://www.wikidata.org/entity/Q4012759,Q4012759,422970,
http://www.wikidata.org/entity/Q4012809,Q4012809,462188,
http://www.wikidata.org/entity/Q4012811,Q4012811,492463658,
http://www.wikidata.org/entity/Q4303313,Q4303313,226706,
http://www.wikidata.org/entity/Q43175049,Q43175049,24636,
http://www.wikidata.org/entity/Q4391782,Q4391782,246708,
http://www.wikidata.org/entity/Q48748636,Q48748636,138533,
http://www.wikidata.org/entity/Q53673057,Q53673057,413041,
http://www.wikidata.org/entity/Q55083628,Q55083628,423083,
http://www.wikidata.org/entity/Q55169374,Q55169374,986457209,
http://www.wikidata.org/entity/Q55378795,Q55378795,770702014,
http://www.wikidata.org/entity/Q55379372,Q55379372,409214,
http://www.wikidata.org/entity/Q55388463,Q55388463,383735,
http://www.wikidata.org/entity/Q55674589,Q55674589,817583144,
http://www.wikidata.org/entity/Q55678918,Q55678918,462266,
http://www.wikidata.org/entity/Q55685678,Q55685678,588233703,
http://www.wikidata.org/entity/Q56301989,Q56301989,619153,
http://www.wikidata.org/entity/Q56304157,Q56304157,442620,
http://www.wikidata.org/entity/Q56402251,Q56402251,707531,
http://www.wikidata.org/entity/Q56409652,Q56409652,795348768,
http://www.wikidata.org/entity/Q5724528,Q5724528,265826,
http://www.wikidata.org/entity/Q573888,Q573888,863874,
http://www.wikidata.org/entity/Q57551454,Q57551454,264408879,
http://www.wikidata.org/entity/Q5763407,Q5763407,256095,
http://www.wikidata.org/entity/Q5801665,Q5801665,266063,
http://www.wikidata.org/entity/Q5904197,Q5904197,246512,
http://www.wikidata.org/entity/Q5918872,Q5918872,236490,
http://www.wikidata.org/entity/Q5940172,Q5940172,487048968,
http://www.wikidata.org/entity/Q6041035,Q6041035,256325,
http://www.wikidata.org/entity/Q60651324,Q60651324,243168300,
http://www.wikidata.org/entity/Q60836975,Q60836975,991352,
http://www.wikidata.org/entity/Q6093972,Q6093972,293088342,
http://www.wikidata.org/entity/Q6094790,Q6094790,172158348,
http://www.wikidata.org/entity/Q6153672,Q6153672,266070,
http://www.wikidata.org/entity/Q6169545,Q6169545,168208657,
http://www.wikidata.org/entity/Q61771077,Q61771077,118719,
http://www.wikidata.org/entity/Q621033,Q621033,216707,
http://www.wikidata.org/entity/Q624910,Q624910,118572,
http://www.wikidata.org/entity/Q65129683,Q65129683,989027460,
http://www.wikidata.org/entity/Q65229197,Q65229197,462228,
http://www.wikidata.org/entity/Q65233549,Q65233549,570264,
http://www.wikidata.org/entity/Q65240711,Q65240711,599807,
http://www.wikidata.org/entity/Q65241648,Q65241648,594989,
http://www.wikidata.org/entity/Q65244417,Q65244417,590048,
http://www.wikidata.org/entity/Q66945050,Q66945050,330348886,
http://www.wikidata.org/entity/Q69424698,Q69424698,250035,
http://www.wikidata.org/entity/Q8349854,Q8349854,236499,
http://www.wikidata.org/entity/Q849473,Q849473,187323,
http://www.wikidata.org/entity/Q857568,Q857568,456031,
http://www.wikidata.org/entity/Q86724739,Q86724739,108729,
http://www.wikidata.org/entity/Q8961780,Q8961780,236464,
http://www.wikidata.org/entity/Q9172443,Q9172443,481903,
http://www.wikidata.org/entity/Q9337639,Q9337639,507463,
http://www.wikidata.org/entity/Q942638,Q942638,256447,
http://www.wikidata.org/entity/Q97341098,Q97341098,589994,
http://www.wikidata.org/entity/Q98399628,Q98399628,697685,
http://www.wikidata.org/entity/Q98501080,Q98501080,265914,
http://www.wikidata.org/entity/Q98804527,Q98804527,697759,
http://www.wikidata.org/entity/Q98911398,Q98911398,697738,
http://www.wikidata.org/entity/Q98911400,Q98911400,697688,
http://www.wikidata.org/entity/Q98936787,Q98936787,697746,
http://www.wikidata.org/entity/Q99238798,Q99238798,697715,
http://www.wikidata.org/entity/Q88802946,'Ain el-Gedida,861854258,
http://www.wikidata.org/entity/Q12203045,'Umayri,4629903,https://en.wikipedia.org/wiki/Tall_al-Umayri
http://www.wikidata.org/entity/Q920774,A Pobra do Brollón,236620,https://en.wikipedia.org/wiki/A_Pobra_do_Broll%C3%B3n
http://www.wikidata.org/entity/Q17661980,"A major Roman villa, an Anglo-Saxon settlement and prehistoric remains 600m SSE of Darenth Court Farm",79413,
http://www.wikidata.org/entity/Q789003,A9 autoroute,148040,https://en.wikipedia.org/wiki/A9_autoroute
http://www.wikidata.org/entity/Q103138125,Aardenburg (Samian Ware Discovery Site),108722,
http://www.wikidata.org/entity/Q1238713,Abacaenum,462062,https://en.wikipedia.org/wiki/Abacaenum
http://www.wikidata.org/entity/Q63049,Abadan,211425280,"https://en.wikipedia.org/wiki/Abadan,_Iran"
http://www.wikidata.org/entity/Q304823,Abai,540582,https://en.wikipedia.org/wiki/Abae
http://www.wikidata.org/entity/Q38281622,Abai Apollo sanctuary,540582,
http://www.wikidata.org/entity/Q305516,Abantes,540583,https://en.wikipedia.org/wiki/Abantes
http://www.wikidata.org/entity/Q11903682,Abariltur,252927,
http://www.wikidata.org/entity/Q4663519,Abarna,874292,https://en.wikipedia.org/wiki/Abarna
http://www.wikidata.org/entity/Q65073170,Abarnis,501322,https://en.wikipedia.org/wiki/Abarnis
http://www.wikidata.org/entity/Q3603238,Abbey of San Pancrazio al Fango,598123712,https://en.wikipedia.org/wiki/Abbey_of_San_Pancrazio_al_Fango
http://www.wikidata.org/entity/Q334276,Abbey of Sant'Antimo,166434540,https://en.wikipedia.org/wiki/Abbey_of_Sant%27Antimo
http://www.wikidata.org/entity/Q2425630,Abbir Maius,314841,https://en.wikipedia.org/wiki/Abbir_Maius
http://www.wikidata.org/entity/Q3662453,Abbotsbury Castle,708926627,https://en.wikipedia.org/wiki/Abbotsbury_Castle
http://www.wikidata.org/entity/Q307268,Abd al Kuri,655630899,https://en.wikipedia.org/wiki/Abd_al_Kuri
http://www.wikidata.org/entity/Q188615,Abdera,501323,https://en.wikipedia.org/wiki/Avdira
http://www.wikidata.org/entity/Q576408,Abdera,265762,"https://en.wikipedia.org/wiki/Abdera,_Spain"
http://www.wikidata.org/entity/Q318659,Abella,432617,
http://www.wikidata.org/entity/Q318664,Abellinum,432618,
http://www.wikidata.org/entity/Q5860118,Abia (Messenia),570027,
http://www.wikidata.org/entity/Q1314033,Abila,677992,https://en.wikipedia.org/wiki/Abila_(Decapolis)
http://www.wikidata.org/entity/Q3471777,Abini nuragic sanctuary,795823945,
http://www.wikidata.org/entity/Q322064,Abla,265763,https://en.wikipedia.org/wiki/Abla
http://www.wikidata.org/entity/Q322435,Ablis,108723,https://en.wikipedia.org/wiki/Ablis
http://www.wikidata.org/entity/Q17310116,Abnoba mons,108724,https://en.wikipedia.org/wiki/Abnoba_mons
http://www.wikidata.org/entity/Q56277321,Abodiacum,187242,https://en.wikipedia.org/wiki/Abodiacum
http://www.wikidata.org/entity/Q61747805,Abonae,79280,
http://www.wikidata.org/entity/Q2399602,Abraham River,668180,https://en.wikipedia.org/wiki/Abraham_River
http://www.wikidata.org/entity/Q2175661,Abrit,216687,https://en.wikipedia.org/wiki/Abrit
http://www.wikidata.org/entity/Q1519,Abu Dhabi,641191180,https://en.wikipedia.org/wiki/Abu_Dhabi
http://www.wikidata.org/entity/Q1568438,Abusir,195443086,https://en.wikipedia.org/wiki/Abusir_(Lake_Mariout)
http://www.wikidata.org/entity/Q1568438,Abusir,727205,https://en.wikipedia.org/wiki/Abusir_(Lake_Mariout)
http://www.wikidata.org/entity/Q192268,Abydos,756512,"https://en.wikipedia.org/wiki/Abydos,_Egypt"
http://www.wikidata.org/entity/Q336446,Abydos,501325,https://en.wikipedia.org/wiki/Abydos_(Hellespont)
http://www.wikidata.org/entity/Q106155444,Abyār Abū Sa‘dah,364024,
http://www.wikidata.org/entity/Q106135811,Abyār Abū Zāhiyah,363972,
http://www.wikidata.org/entity/Q104904286,Abyār Zarqūn,716498,
http://www.wikidata.org/entity/Q104904311,Abyār al Qindīl,363915,
http://www.wikidata.org/entity/Q106129141,Abyār al ‘Usaylah,363930,
http://www.wikidata.org/entity/Q106134281,Abyār an Na‘īm,363958,
http://www.wikidata.org/entity/Q105991963,Abyār ash Shuwayrif,354102,
http://www.wikidata.org/entity/Q48781557,Acacesium,573061,https://en.wikipedia.org/wiki/Acacesium
http://www.wikidata.org/entity/Q415525,Acalissus,638736,https://en.wikipedia.org/wiki/Acalissus
http://www.wikidata.org/entity/Q2822481,Acamantis,745058964,https://en.wikipedia.org/wiki/Acamantis
http://www.wikidata.org/entity/Q181109,Acanthus,501339,https://en.wikipedia.org/wiki/Akanthos_(Greece)
http://www.wikidata.org/entity/Q416070,Acarnania,530767,https://en.wikipedia.org/wiki/Acarnania
http://www.wikidata.org/entity/Q104192132,Acatucci,265784,
http://www.wikidata.org/entity/Q111285560,Accilaeum,614583,
http://www.wikidata.org/entity/Q85429625,Accu Sa Pira Nuraghe,565559821,
http://www.wikidata.org/entity/Q56279701,Accua,446208,https://en.wikipedia.org/wiki/Accua
http://www.wikidata.org/entity/Q52511,Acerenza,442436,https://en.wikipedia.org/wiki/Acerenza
http://www.wikidata.org/entity/Q630709,Acerrae,383542,https://en.wikipedia.org/wiki/Acerrae_(Cisalpine_Gaul)
http://www.wikidata.org/entity/Q204772,Achaea,981502,https://en.wikipedia.org/wiki/Achaia_(Roman_province)
http://www.wikidata.org/entity/Q2790451,Achaea,570028,https://en.wikipedia.org/wiki/Achaea_(ancient_region)
http://www.wikidata.org/entity/Q2089144,Achaea Phthiotis,540585,https://en.wikipedia.org/wiki/Achaea_Phthiotis
http://www.wikidata.org/entity/Q244796,Achaean League,104777482,https://en.wikipedia.org/wiki/Achaean_League
http://www.wikidata.org/entity/Q64827485,Achaion Limen,550399,https://en.wikipedia.org/wiki/Achaion_Limen
http://www.wikidata.org/entity/Q65121499,Acharna,589657,https://en.wikipedia.org/wiki/Acharna
http://www.wikidata.org/entity/Q576319,Acharnae,579842,https://en.wikipedia.org/wiki/Acharnae
http://www.wikidata.org/entity/Q4670000,Acharnes,579843,https://en.wikipedia.org/wiki/Acharnes
http://www.wikidata.org/entity/Q16526424,Acharrae,540752,https://en.wikipedia.org/wiki/Acharrae
http://www.wikidata.org/entity/Q203923,Achelous River,530768,https://en.wikipedia.org/wiki/Achelous_River
http://www.wikidata.org/entity/Q13426470,Acherdous,585882,https://en.wikipedia.org/wiki/Acherdus
http://www.wikidata.org/entity/Q191087,Acheron,530769,https://en.wikipedia.org/wiki/Acheron
http://www.wikidata.org/entity/Q340272,Achilleion,550401,
http://www.wikidata.org/entity/Q48781616,Achilleius,570031,https://en.wikipedia.org/wiki/Achilleius
http://www.wikidata.org/entity/Q16562635,"Achinos, Phthiotis",540749,https://en.wikipedia.org/wiki/Echinus_(Thessaly)
http://www.wikidata.org/entity/Q17379233,Acholla,324653,https://en.wikipedia.org/wiki/Acholla
http://www.wikidata.org/entity/Q253574,Acholshausen,118540,
http://www.wikidata.org/entity/Q4674089,Acidava,216691,https://en.wikipedia.org/wiki/Acidava
http://www.wikidata.org/entity/Q4674175,Acinipo,255950,https://en.wikipedia.org/wiki/Acinipo
http://www.wikidata.org/entity/Q19753378,Acmonia,609293,https://en.wikipedia.org/wiki/Acmonia
http://www.wikidata.org/entity/Q105394681,Acqua Acetosa,422802,
http://www.wikidata.org/entity/Q2823446,"Acquarossa, Italy",412987,"https://en.wikipedia.org/wiki/Acquarossa,_Italy"
http://www.wikidata.org/entity/Q56020,Acquasanta Terme,412990,https://en.wikipedia.org/wiki/Acquasanta_Terme
http://www.wikidata.org/entity/Q17244,Acqui Terme,383574,https://en.wikipedia.org/wiki/Acqui_Terme
http://www.wikidata.org/entity/Q60792270,Acrae,540615,https://en.wikipedia.org/wiki/Acrae_(Aetolia)
http://www.wikidata.org/entity/Q15394073,Acraephia (Boeotia),540617,https://en.wikipedia.org/wiki/Acraephia_(Boeotia)
http://www.wikidata.org/entity/Q112184834,Acrasus,554181,
http://www.wikidata.org/entity/Q126084,Acre,678010,"https://en.wikipedia.org/wiki/Acre,_Israel"
http://www.wikidata.org/entity/Q420810,Acrocorinth,570059,https://en.wikipedia.org/wiki/Acrocorinth
http://www.wikidata.org/entity/Q25113900,Acropolis hill,582866,
http://www.wikidata.org/entity/Q3604769,Acropolis of Alatri,158700360,
http://www.wikidata.org/entity/Q3604770,Acropolis of Arpino,245569735,
http://www.wikidata.org/entity/Q131013,Acropolis of Athens,638356144,https://en.wikipedia.org/wiki/Acropolis_of_Athens
http://www.wikidata.org/entity/Q94273600,Acropolis of Cumae,832104041,
http://www.wikidata.org/entity/Q38282165,Acropolis of Poseidion Karpathou,590010,
http://www.wikidata.org/entity/Q3557443,Acropolis of Rhodes,590030,https://en.wikipedia.org/wiki/Acropolis_of_Rhodes
http://www.wikidata.org/entity/Q15463931,Acroreia,570060,https://en.wikipedia.org/wiki/Acroreia
http://www.wikidata.org/entity/Q17620105,Acrothoum,501343,https://en.wikipedia.org/wiki/Acrothoum
http://www.wikidata.org/entity/Q216551,Actium,530771,https://en.wikipedia.org/wiki/Actium
http://www.wikidata.org/entity/Q3811370,Acton Scott,79282,https://en.wikipedia.org/wiki/Acton_Scott
http://www.wikidata.org/entity/Q97605293,Acueducto de Torrecuevas,266520,
http://www.wikidata.org/entity/Q3774528,Acueducto de los Milagros,256708,https://en.wikipedia.org/wiki/Acueducto_de_los_Milagros
http://www.wikidata.org/entity/Q4677883,Acumincum,206874,https://en.wikipedia.org/wiki/Acumincum
http://www.wikidata.org/entity/Q345467,Ad Deir,783362997,https://en.wikipedia.org/wiki/Ad_Deir
http://www.wikidata.org/entity/Q106495669,Ad Disah,354109,
http://www.wikidata.org/entity/Q104904298,Ad Ficum,363914,
http://www.wikidata.org/entity/Q11904143,Ad Matricem,197071,
http://www.wikidata.org/entity/Q105407372,Ad Palmam,344285,
http://www.wikidata.org/entity/Q4678175,Ad Pirum,197317,https://en.wikipedia.org/wiki/Ad_Pirum
http://www.wikidata.org/entity/Q345537,Ad Pontem,79285,
http://www.wikidata.org/entity/Q13046345,Ad Quintum,481701,https://en.wikipedia.org/wiki/Ad_Quintum
http://www.wikidata.org/entity/Q11904142,Ad Salices,221973,
http://www.wikidata.org/entity/Q4678184,Ad Turres,432643,https://en.wikipedia.org/wiki/Ad_Turres_(Latium)
http://www.wikidata.org/entity/Q4678189,Ad Turres Albas,432644,https://en.wikipedia.org/wiki/Ad_Turres_Albas
http://www.wikidata.org/entity/Q60346298,Ad Vicesimum,197090,
http://www.wikidata.org/entity/Q12076728,Adamclisi,217027,
http://www.wikidata.org/entity/Q38545,Adana,648548,https://en.wikipedia.org/wiki/Adana
http://www.wikidata.org/entity/Q131694,Aden,39269,https://en.wikipedia.org/wiki/Aden
http://www.wikidata.org/entity/Q4682638,Adiabene,893935,https://en.wikipedia.org/wiki/Adiabene_(East_Syriac_ecclesiastical_province)
http://www.wikidata.org/entity/Q13696,Adige,393383,https://en.wikipedia.org/wiki/Adige
http://www.wikidata.org/entity/Q103138276,Adony (Samian Ware Discovery Site),197580,
http://www.wikidata.org/entity/Q3605584,Adramyttion,550403,https://en.wikipedia.org/wiki/Adramyttium
http://www.wikidata.org/entity/Q3555969,Adrasteia,511138,https://en.wikipedia.org/wiki/Adrasteia_(Mysia)
http://www.wikidata.org/entity/Q34615,Adria,393436,https://en.wikipedia.org/wiki/Adria
http://www.wikidata.org/entity/Q13924,Adriatic Sea,1004,https://en.wikipedia.org/wiki/Adriatic_Sea
http://www.wikidata.org/entity/Q12382506,Adro Vello,93604430,
http://www.wikidata.org/entity/Q2825341,Adsilanum,138168,
http://www.wikidata.org/entity/Q264401,Aduatuci,108728,https://en.wikipedia.org/wiki/Atuatuci
http://www.wikidata.org/entity/Q16010063,Adunicates,162327,https://en.wikipedia.org/wiki/Adunicates
http://www.wikidata.org/entity/Q28978022,Aeclanum amphitheatre,570444075,
http://www.wikidata.org/entity/Q380497,Aeculanum,442451,https://en.wikipedia.org/wiki/Aeclanum
http://www.wikidata.org/entity/Q57748886,Aedepsus,540601,https://en.wikipedia.org/wiki/Aedepsus
http://www.wikidata.org/entity/Q116282589,Aedes Summanus,408534259,
http://www.wikidata.org/entity/Q380522,Aedes Tensarum,562679826,https://en.wikipedia.org/wiki/Aedes_Tensarum
http://www.wikidata.org/entity/Q108322786,Aedicula tomb of Publius Vesonius Phileros,792436981,
http://www.wikidata.org/entity/Q51731901,Aefula,422821,
http://www.wikidata.org/entity/Q16737279,Aegae,570040,https://en.wikipedia.org/wiki/Aegae_(Achaea)
http://www.wikidata.org/entity/Q2827911,Aegae,570040,
http://www.wikidata.org/entity/Q4687523,Aegae,540603,https://en.wikipedia.org/wiki/Aegae_(Euboea)
http://www.wikidata.org/entity/Q16559458,Aege,501335,https://en.wikipedia.org/wiki/Aege
http://www.wikidata.org/entity/Q34575,Aegean Sea,560221,https://en.wikipedia.org/wiki/Aegean_Sea
http://www.wikidata.org/entity/Q65121148,Aegeirus,550418,https://en.wikipedia.org/wiki/Aegeirus
http://www.wikidata.org/entity/Q28721809,Aegiale,599476,https://en.wikipedia.org/wiki/Aegiale_(Amorgos)
http://www.wikidata.org/entity/Q65073096,Aegialus,844852,https://en.wikipedia.org/wiki/Aegialus
http://www.wikidata.org/entity/Q191082,Aegina,579853,https://en.wikipedia.org/wiki/Aegina
http://www.wikidata.org/entity/Q191082,Aegina,579844,https://en.wikipedia.org/wiki/Aegina
http://www.wikidata.org/entity/Q16329947,Aeginion,530787,https://en.wikipedia.org/wiki/Aeginium
http://www.wikidata.org/entity/Q15993798,Aegitium,540608,https://en.wikipedia.org/wiki/Aegitium
http://www.wikidata.org/entity/Q60790078,Aegium,570049,https://en.wikipedia.org/wiki/Aegium
http://www.wikidata.org/entity/Q404513,Aegospotami,501336,https://en.wikipedia.org/wiki/Aegospotami
http://www.wikidata.org/entity/Q15872679,Aegys,570052,https://en.wikipedia.org/wiki/Aegys
http://www.wikidata.org/entity/Q18543676,Aegyssus,216694,
http://www.wikidata.org/entity/Q109588132,Aeliae,324657,https://en.wikipedia.org/wiki/Aeliae
http://www.wikidata.org/entity/Q2409251,Aemilia,814891878,
http://www.wikidata.org/entity/Q1225897,Aeminium,236321,https://en.wikipedia.org/wiki/Aeminium
http://www.wikidata.org/entity/Q11904234,Aenea,491513,https://en.wikipedia.org/wiki/Aenea_(city)
http://www.wikidata.org/entity/Q14800358,Aenus,501337,https://en.wikipedia.org/wiki/Aenus_(Thrace)
http://www.wikidata.org/entity/Q179883,Aeolian Islands,462076,https://en.wikipedia.org/wiki/Aeolian_Islands
http://www.wikidata.org/entity/Q255325,Aeolis,550406,https://en.wikipedia.org/wiki/Aeolis
http://www.wikidata.org/entity/Q18416512,Aeolium,491515,https://en.wikipedia.org/wiki/Aeolium
http://www.wikidata.org/entity/Q16562528,Aepeia (Messenia),573057,https://en.wikipedia.org/wiki/Aepeia_(Messenia)
http://www.wikidata.org/entity/Q381053,Aequi,422822,https://en.wikipedia.org/wiki/Aequi
http://www.wikidata.org/entity/Q3502397,Aequum,197095,https://en.wikipedia.org/wiki/Aequum
